5408, 12300, 5408, 97763, 5408, 5408, 1, 1, bread, onion, bread, grape_juice, bread 
2087, 12300, 2304, 14073, 2304, 2304, 1, 1, apple, onion, orange, coke, orange 
17059, 5408, 12300, 53070, 5408, 5408, 0, 0, jelly, bread, onion, potato_chips, bread 
17059, 17059, 5408, 18450, 17059, 17059, 0, 0, jelly, jelly, bread, cereal, jelly 
17059, 17059, 18450, 2304, 17059, 17059, 0, 0, jelly, jelly, cereal, orange, jelly 
5408, 42488, 14073, 5408, 5408, 5408, 2, 2, bread, orange_juice, coke, bread, bread 
2304, 30880, 53070, 5408, 30880, 5408, 0, 2, orange, crackers, potato_chips, bread, crackers 
17059, 2087, 42488, 30880, 2087, 2087, 0, 0, jelly, apple, orange_juice, crackers, apple 
30880, 97763, 2087, 5408, 5408, 2087, 2, 1, crackers, grape_juice, apple, bread, bread 
2087, 2304, 6050, 42488, 2304, 2304, 0, 0, apple, orange, corn, orange_juice, orange 
97763, 18450, 12300, 53070, 12300, 18450, 1, 0, grape_juice, cereal, onion, potato_chips, onion 
30880, 2304, 17059, 14073, 17059, 2304, 1, 0, crackers, orange, jelly, coke, jelly 
18450, 30880, 18450, 2087, 18450, 18450, 1, 1, cereal, crackers, cereal, apple, cereal 
14073, 14073, 5408, 53070, 14073, 14073, 0, 0, coke, coke, bread, potato_chips, coke 
12300, 2087, 42488, 6050, 6050, 6050, 2, 2, onion, apple, orange_juice, corn, corn 
17059, 97763, 42488, 53070, 97763, 42488, 0, 1, jelly, grape_juice, orange_juice, potato_chips, grape_juice 
6050, 18450, 14073, 5408, 5408, 5408, 2, 2, corn, cereal, coke, bread, bread 
97763, 14073, 53070, 12300, 14073, 14073, 0, 0, grape_juice, coke, potato_chips, onion, coke 
17059, 30880, 2087, 6050, 2087, 6050, 1, 2, jelly, crackers, apple, corn, apple 
53070, 14073, 97763, 30880, 30880, 14073, 2, 0, potato_chips, coke, grape_juice, crackers, crackers 
30880, 14073, 12300, 5408, 5408, 5408, 2, 2, crackers, coke, onion, bread, bread 
18450, 5408, 14073, 17059, 17059, 17059, 2, 2, cereal, bread, coke, jelly, jelly 
6050, 14073, 30880, 5408, 5408, 5408, 2, 2, corn, coke, crackers, bread, bread 
2304, 97763, 18450, 53070, 18450, 18450, 1, 1, orange, grape_juice, cereal, potato_chips, cereal 
2087, 30880, 18450, 2087, 2087, 2087, 2, 2, apple, crackers, cereal, apple, apple 
53070, 18450, 14073, 6050, 14073, 6050, 1, 2, potato_chips, cereal, coke, corn, coke 
2304, 42488, 6050, 5408, 42488, 6050, 0, 1, orange, orange_juice, corn, bread, orange_juice 
42488, 2087, 42488, 18450, 42488, 42488, 1, 1, orange_juice, apple, orange_juice, cereal, orange_juice 
18450, 2304, 30880, 53070, 30880, 2304, 1, 0, cereal, orange, crackers, potato_chips, crackers 
42488, 2304, 5408, 12300, 2304, 2304, 0, 0, orange_juice, orange, bread, onion, orange 
5408, 2304, 5408, 14073, 5408, 5408, 1, 1, bread, orange, bread, coke, bread 
14073, 30880, 53070, 17059, 17059, 30880, 2, 0, coke, crackers, potato_chips, jelly, jelly 
5408, 18450, 14073, 5408, 5408, 5408, 2, 2, bread, cereal, coke, bread, bread 
18450, 2087, 17059, 2304, 17059, 2304, 1, 2, cereal, apple, jelly, orange, jelly 
53070, 97763, 2304, 5408, 5408, 2304, 2, 1, potato_chips, grape_juice, orange, bread, bread 
17059, 18450, 42488, 12300, 18450, 18450, 0, 0, jelly, cereal, orange_juice, onion, cereal 
12300, 5408, 2304, 17059, 2304, 2304, 1, 1, onion, bread, orange, jelly, orange 
12300, 97763, 14073, 12300, 12300, 12300, 2, 2, onion, grape_juice, coke, onion, onion 
18450, 53070, 97763, 17059, 17059, 17059, 2, 2, cereal, potato_chips, grape_juice, jelly, jelly 
18450, 17059, 2304, 53070, 2304, 2304, 1, 1, cereal, jelly, orange, potato_chips, orange 
53070, 17059, 18450, 2304, 18450, 2304, 1, 2, potato_chips, jelly, cereal, orange, cereal 
12300, 97763, 17059, 14073, 97763, 14073, 0, 2, onion, grape_juice, jelly, coke, grape_juice 
14073, 14073, 2087, 2304, 14073, 14073, 0, 0, coke, coke, apple, orange, coke 
5408, 5408, 2087, 30880, 5408, 5408, 0, 0, bread, bread, apple, crackers, bread 
17059, 6050, 30880, 97763, 30880, 6050, 1, 0, jelly, corn, crackers, grape_juice, crackers 
5408, 97763, 14073, 2304, 2304, 2304, 2, 2, bread, grape_juice, coke, orange, orange 
5408, 5408, 18450, 97763, 5408, 5408, 0, 0, bread, bread, cereal, grape_juice, bread 
53070, 5408, 2087, 30880, 30880, 2087, 2, 1, potato_chips, bread, apple, crackers, crackers 
53070, 12300, 17059, 6050, 17059, 6050, 1, 2, potato_chips, onion, jelly, corn, jelly 
17059, 17059, 5408, 18450, 17059, 17059, 0, 0, jelly, jelly, bread, cereal, jelly 
18450, 14073, 2087, 2304, 2087, 2304, 1, 2, cereal, coke, apple, orange, apple 
42488, 14073, 30880, 42488, 42488, 42488, 2, 2, orange_juice, coke, crackers, orange_juice, orange_juice 
17059, 97763, 17059, 18450, 17059, 17059, 1, 1, jelly, grape_juice, jelly, cereal, jelly 
42488, 2304, 53070, 2087, 2304, 2304, 0, 0, orange_juice, orange, potato_chips, apple, orange 
2087, 18450, 30880, 12300, 12300, 18450, 2, 0, apple, cereal, crackers, onion, onion 
2304, 18450, 14073, 2304, 2304, 2304, 2, 2, orange, cereal, coke, orange, orange 
97763, 2304, 18450, 5408, 2304, 5408, 0, 2, grape_juice, orange, cereal, bread, orange 
97763, 12300, 17059, 6050, 17059, 6050, 1, 2, grape_juice, onion, jelly, corn, jelly 
17059, 2087, 42488, 14073, 2087, 2087, 0, 0, jelly, apple, orange_juice, coke, apple 
42488, 12300, 2087, 42488, 42488, 42488, 2, 2, orange_juice, onion, apple, orange_juice, orange_juice 
42488, 2087, 12300, 30880, 2087, 2087, 0, 0, orange_juice, apple, onion, crackers, apple 
14073, 30880, 2304, 2087, 2304, 2304, 1, 1, coke, crackers, orange, apple, orange 
14073, 18450, 53070, 6050, 53070, 6050, 1, 2, coke, cereal, potato_chips, corn, potato_chips 
6050, 53070, 97763, 17059, 17059, 17059, 2, 2, corn, potato_chips, grape_juice, jelly, jelly 
2087, 2304, 18450, 5408, 2304, 2304, 0, 0, apple, orange, cereal, bread, orange 
12300, 12300, 97763, 30880, 12300, 12300, 0, 0, onion, onion, grape_juice, crackers, onion 
53070, 2087, 17059, 2304, 2087, 2304, 0, 2, potato_chips, apple, jelly, orange, apple 
12300, 97763, 2087, 42488, 2087, 2087, 1, 1, onion, grape_juice, apple, orange_juice, apple 
14073, 53070, 17059, 18450, 17059, 18450, 1, 2, coke, potato_chips, jelly, cereal, jelly 
5408, 2304, 5408, 14073, 5408, 5408, 1, 1, bread, orange, bread, coke, bread 
14073, 42488, 6050, 17059, 42488, 6050, 0, 1, coke, orange_juice, corn, jelly, orange_juice 
53070, 42488, 6050, 5408, 42488, 6050, 0, 1, potato_chips, orange_juice, corn, bread, orange_juice 
30880, 14073, 97763, 30880, 30880, 30880, 2, 2, crackers, coke, grape_juice, crackers, crackers 
18450, 6050, 30880, 53070, 30880, 6050, 1, 0, cereal, corn, crackers, potato_chips, crackers 
18450, 2087, 42488, 30880, 30880, 2087, 2, 0, cereal, apple, orange_juice, crackers, crackers 
5408, 42488, 53070, 5408, 5408, 5408, 2, 2, bread, orange_juice, potato_chips, bread, bread 
6050, 30880, 14073, 53070, 30880, 14073, 0, 1, corn, crackers, coke, potato_chips, crackers 
30880, 18450, 2304, 6050, 18450, 2304, 0, 1, crackers, cereal, orange, corn, cereal 
5408, 30880, 12300, 14073, 30880, 12300, 0, 1, bread, crackers, onion, coke, crackers 
12300, 5408, 2304, 2087, 2087, 2304, 2, 1, onion, bread, orange, apple, apple 
30880, 30880, 6050, 14073, 30880, 30880, 0, 0, crackers, crackers, corn, coke, crackers 
12300, 97763, 18450, 6050, 6050, 6050, 2, 2, onion, grape_juice, cereal, corn, corn 
53070, 97763, 2304, 5408, 5408, 2304, 2, 1, potato_chips, grape_juice, orange, bread, bread 
53070, 30880, 42488, 17059, 30880, 42488, 0, 1, potato_chips, crackers, orange_juice, jelly, crackers 
18450, 42488, 2304, 17059, 17059, 2304, 2, 1, cereal, orange_juice, orange, jelly, jelly 
53070, 2087, 6050, 5408, 5408, 6050, 2, 1, potato_chips, apple, corn, bread, bread 
2087, 5408, 2304, 53070, 2304, 2304, 1, 1, apple, bread, orange, potato_chips, orange 
18450, 12300, 5408, 6050, 12300, 6050, 0, 2, cereal, onion, bread, corn, onion 
42488, 14073, 97763, 30880, 97763, 14073, 1, 0, orange_juice, coke, grape_juice, crackers, grape_juice 
18450, 42488, 14073, 12300, 14073, 14073, 1, 1, cereal, orange_juice, coke, onion, coke 
2087, 30880, 42488, 17059, 42488, 30880, 1, 0, apple, crackers, orange_juice, jelly, orange_juice 
30880, 30880, 53070, 2087, 30880, 30880, 0, 0, crackers, crackers, potato_chips, apple, crackers 
2304, 97763, 2304, 42488, 2304, 2304, 1, 1, orange, grape_juice, orange, orange_juice, orange 
53070, 2087, 97763, 12300, 97763, 2087, 1, 0, potato_chips, apple, grape_juice, onion, grape_juice 
53070, 14073, 30880, 42488, 30880, 14073, 1, 0, potato_chips, coke, crackers, orange_juice, crackers 
14073, 97763, 42488, 5408, 42488, 5408, 1, 2, coke, grape_juice, orange_juice, bread, orange_juice 
14073, 2087, 17059, 30880, 17059, 2087, 1, 0, coke, apple, jelly, crackers, jelly 
17059, 2087, 42488, 18450, 18450, 18450, 2, 2, jelly, apple, orange_juice, cereal, cereal 
18450, 18450, 12300, 97763, 18450, 18450, 0, 0, cereal, cereal, onion, grape_juice, cereal 
17059, 5408, 17059, 12300, 17059, 17059, 1, 1, jelly, bread, jelly, onion, jelly 
17059, 2304, 18450, 97763, 97763, 2304, 2, 0, jelly, orange, cereal, grape_juice, grape_juice 
14073, 97763, 14073, 12300, 14073, 14073, 1, 1, coke, grape_juice, coke, onion, coke 
2304, 2304, 18450, 5408, 2304, 2304, 0, 0, orange, orange, cereal, bread, orange 
42488, 6050, 2087, 17059, 6050, 6050, 0, 0, orange_juice, corn, apple, jelly, corn 
6050, 97763, 17059, 18450, 97763, 18450, 0, 2, corn, grape_juice, jelly, cereal, grape_juice 
12300, 2087, 53070, 97763, 2087, 2087, 0, 0, onion, apple, potato_chips, grape_juice, apple 
17059, 17059, 2304, 53070, 17059, 17059, 0, 0, jelly, jelly, orange, potato_chips, jelly 
17059, 17059, 42488, 12300, 17059, 17059, 0, 0, jelly, jelly, orange_juice, onion, jelly 
42488, 97763, 5408, 17059, 97763, 5408, 0, 1, orange_juice, grape_juice, bread, jelly, grape_juice 
12300, 14073, 6050, 5408, 6050, 5408, 1, 2, onion, coke, corn, bread, corn 
97763, 30880, 42488, 18450, 42488, 18450, 1, 2, grape_juice, crackers, orange_juice, cereal, orange_juice 
42488, 30880, 53070, 17059, 17059, 30880, 2, 0, orange_juice, crackers, potato_chips, jelly, jelly 
14073, 14073, 53070, 2304, 14073, 14073, 0, 0, coke, coke, potato_chips, orange, coke 
30880, 53070, 97763, 17059, 53070, 17059, 0, 2, crackers, potato_chips, grape_juice, jelly, potato_chips 
17059, 6050, 2087, 97763, 97763, 6050, 2, 0, jelly, corn, apple, grape_juice, grape_juice 
17059, 42488, 17059, 5408, 17059, 17059, 1, 1, jelly, orange_juice, jelly, bread, jelly 
17059, 18450, 5408, 2087, 5408, 18450, 1, 0, jelly, cereal, bread, apple, bread 
6050, 97763, 53070, 6050, 6050, 6050, 2, 2, corn, grape_juice, potato_chips, corn, corn 
53070, 2087, 14073, 97763, 14073, 2087, 1, 0, potato_chips, apple, coke, grape_juice, coke 
6050, 30880, 97763, 53070, 30880, 30880, 0, 0, corn, crackers, grape_juice, potato_chips, crackers 
42488, 42488, 14073, 12300, 42488, 42488, 0, 0, orange_juice, orange_juice, coke, onion, orange_juice 
12300, 18450, 30880, 5408, 5408, 5408, 2, 2, onion, cereal, crackers, bread, bread 
53070, 97763, 2304, 2087, 2087, 2304, 2, 1, potato_chips, grape_juice, orange, apple, apple 
5408, 14073, 6050, 5408, 5408, 5408, 2, 2, bread, coke, corn, bread, bread 
2304, 97763, 2304, 2087, 2304, 2304, 1, 1, orange, grape_juice, orange, apple, orange 
14073, 2087, 12300, 6050, 2087, 6050, 0, 2, coke, apple, onion, corn, apple 
18450, 18450, 12300, 2087, 18450, 18450, 0, 0, cereal, cereal, onion, apple, cereal 
14073, 17059, 12300, 18450, 17059, 18450, 0, 2, coke, jelly, onion, cereal, jelly 
6050, 42488, 53070, 2304, 2304, 2304, 2, 2, corn, orange_juice, potato_chips, orange, orange 
12300, 18450, 42488, 12300, 12300, 12300, 2, 2, onion, cereal, orange_juice, onion, onion 
2087, 2087, 53070, 14073, 2087, 2087, 0, 0, apple, apple, potato_chips, coke, apple 
14073, 53070, 97763, 2304, 97763, 2304, 1, 2, coke, potato_chips, grape_juice, orange, grape_juice 
97763, 97763, 18450, 42488, 97763, 97763, 0, 0, grape_juice, grape_juice, cereal, orange_juice, grape_juice 
17059, 18450, 14073, 2304, 18450, 2304, 0, 2, jelly, cereal, coke, orange, cereal 
42488, 6050, 5408, 2304, 2304, 6050, 2, 0, orange_juice, corn, bread, orange, orange 
42488, 12300, 6050, 18450, 6050, 6050, 1, 1, orange_juice, onion, corn, cereal, corn 
53070, 14073, 6050, 5408, 6050, 6050, 1, 1, potato_chips, coke, corn, bread, corn 
18450, 14073, 6050, 12300, 6050, 6050, 1, 1, cereal, coke, corn, onion, corn 
42488, 2087, 12300, 30880, 2087, 2087, 0, 0, orange_juice, apple, onion, crackers, apple 
97763, 18450, 5408, 6050, 18450, 5408, 0, 1, grape_juice, cereal, bread, corn, cereal 
30880, 6050, 2087, 17059, 17059, 6050, 2, 0, crackers, corn, apple, jelly, jelly 
2087, 6050, 2087, 2304, 2087, 2087, 1, 1, apple, corn, apple, orange, apple 
53070, 2087, 42488, 18450, 18450, 2087, 2, 0, potato_chips, apple, orange_juice, cereal, cereal 
42488, 12300, 5408, 97763, 97763, 5408, 2, 1, orange_juice, onion, bread, grape_juice, grape_juice 
18450, 14073, 97763, 18450, 18450, 18450, 2, 2, cereal, coke, grape_juice, cereal, cereal 
17059, 97763, 18450, 6050, 97763, 6050, 0, 2, jelly, grape_juice, cereal, corn, grape_juice 
5408, 18450, 12300, 2087, 18450, 12300, 0, 1, bread, cereal, onion, apple, cereal 
53070, 17059, 18450, 2304, 18450, 2304, 1, 2, potato_chips, jelly, cereal, orange, cereal 
2304, 17059, 53070, 14073, 17059, 14073, 0, 2, orange, jelly, potato_chips, coke, jelly 
12300, 14073, 6050, 2304, 2304, 2304, 2, 2, onion, coke, corn, orange, orange 
17059, 97763, 17059, 18450, 17059, 17059, 1, 1, jelly, grape_juice, jelly, cereal, jelly 
14073, 14073, 42488, 6050, 14073, 14073, 0, 0, coke, coke, orange_juice, corn, coke 
17059, 30880, 53070, 5408, 30880, 5408, 0, 2, jelly, crackers, potato_chips, bread, crackers 
2304, 42488, 53070, 14073, 42488, 14073, 0, 2, orange, orange_juice, potato_chips, coke, orange_juice 
17059, 2304, 53070, 18450, 18450, 2304, 2, 0, jelly, orange, potato_chips, cereal, cereal 
2304, 97763, 42488, 5408, 42488, 5408, 1, 2, orange, grape_juice, orange_juice, bread, orange_juice 
2087, 5408, 17059, 12300, 12300, 5408, 2, 0, apple, bread, jelly, onion, onion 
30880, 18450, 12300, 53070, 53070, 18450, 2, 0, crackers, cereal, onion, potato_chips, potato_chips 
2087, 6050, 30880, 2304, 6050, 2304, 0, 2, apple, corn, crackers, orange, corn 
5408, 30880, 53070, 17059, 30880, 17059, 0, 2, bread, crackers, potato_chips, jelly, crackers 
5408, 18450, 2304, 30880, 18450, 2304, 0, 1, bread, cereal, orange, crackers, cereal 
6050, 14073, 6050, 2304, 6050, 6050, 1, 1, corn, coke, corn, orange, corn 
12300, 30880, 42488, 18450, 30880, 18450, 0, 2, onion, crackers, orange_juice, cereal, crackers 
53070, 2087, 42488, 14073, 14073, 2087, 2, 0, potato_chips, apple, orange_juice, coke, coke 
42488, 14073, 30880, 42488, 42488, 42488, 2, 2, orange_juice, coke, crackers, orange_juice, orange_juice 
30880, 2087, 97763, 12300, 2087, 2087, 0, 0, crackers, apple, grape_juice, onion, apple 
53070, 53070, 12300, 2304, 53070, 53070, 0, 0, potato_chips, potato_chips, onion, orange, potato_chips 
97763, 5408, 14073, 17059, 14073, 5408, 1, 0, grape_juice, bread, coke, jelly, coke 
30880, 5408, 6050, 53070, 5408, 6050, 0, 1, crackers, bread, corn, potato_chips, bread 
97763, 5408, 2087, 30880, 2087, 5408, 1, 0, grape_juice, bread, apple, crackers, apple 
5408, 2087, 30880, 14073, 30880, 2087, 1, 0, bread, apple, crackers, coke, crackers 
17059, 14073, 53070, 2304, 2304, 2304, 2, 2, jelly, coke, potato_chips, orange, orange 
53070, 14073, 5408, 53070, 53070, 53070, 2, 2, potato_chips, coke, bread, potato_chips, potato_chips 
17059, 2087, 6050, 5408, 6050, 6050, 1, 1, jelly, apple, corn, bread, corn 
12300, 97763, 2304, 5408, 2304, 2304, 1, 1, onion, grape_juice, orange, bread, orange 
97763, 6050, 2087, 17059, 17059, 2087, 2, 1, grape_juice, corn, apple, jelly, jelly 
14073, 18450, 5408, 12300, 5408, 5408, 1, 1, coke, cereal, bread, onion, bread 
12300, 12300, 97763, 30880, 12300, 12300, 0, 0, onion, onion, grape_juice, crackers, onion 
30880, 17059, 42488, 97763, 17059, 17059, 0, 0, crackers, jelly, orange_juice, grape_juice, jelly 
2087, 18450, 97763, 30880, 97763, 18450, 1, 0, apple, cereal, grape_juice, crackers, grape_juice 
42488, 14073, 30880, 5408, 14073, 5408, 0, 2, orange_juice, coke, crackers, bread, coke 
17059, 30880, 2304, 2087, 30880, 2304, 0, 1, jelly, crackers, orange, apple, crackers 
2087, 14073, 53070, 2304, 2304, 2304, 2, 2, apple, coke, potato_chips, orange, orange 
2087, 12300, 2304, 18450, 12300, 2304, 0, 1, apple, onion, orange, cereal, onion 
2304, 18450, 14073, 6050, 6050, 6050, 2, 2, orange, cereal, coke, corn, corn 
6050, 53070, 97763, 12300, 12300, 12300, 2, 2, corn, potato_chips, grape_juice, onion, onion 
97763, 97763, 14073, 2304, 97763, 97763, 0, 0, grape_juice, grape_juice, coke, orange, grape_juice 
2304, 18450, 14073, 6050, 6050, 6050, 2, 2, orange, cereal, coke, corn, corn 
2304, 97763, 42488, 5408, 42488, 5408, 1, 2, orange, grape_juice, orange_juice, bread, orange_juice 
5408, 14073, 30880, 42488, 30880, 14073, 1, 0, bread, coke, crackers, orange_juice, crackers 
14073, 2304, 2087, 42488, 42488, 2304, 2, 0, coke, orange, apple, orange_juice, orange_juice 
53070, 2087, 12300, 5408, 5408, 2087, 2, 0, potato_chips, apple, onion, bread, bread 
12300, 2087, 14073, 97763, 2087, 2087, 0, 0, onion, apple, coke, grape_juice, apple 
97763, 14073, 30880, 42488, 42488, 14073, 2, 0, grape_juice, coke, crackers, orange_juice, orange_juice 
5408, 97763, 17059, 2304, 17059, 2304, 1, 2, bread, grape_juice, jelly, orange, jelly 
18450, 30880, 6050, 17059, 30880, 6050, 0, 1, cereal, crackers, corn, jelly, crackers 
97763, 17059, 18450, 30880, 17059, 18450, 0, 1, grape_juice, jelly, cereal, crackers, jelly 
6050, 14073, 18450, 12300, 18450, 14073, 1, 0, corn, coke, cereal, onion, cereal 
42488, 2087, 18450, 17059, 2087, 2087, 0, 0, orange_juice, apple, cereal, jelly, apple 
2087, 97763, 5408, 30880, 97763, 5408, 0, 1, apple, grape_juice, bread, crackers, grape_juice 
18450, 5408, 42488, 2087, 42488, 2087, 1, 2, cereal, bread, orange_juice, apple, orange_juice 
17059, 5408, 2304, 53070, 5408, 2304, 0, 1, jelly, bread, orange, potato_chips, bread 
12300, 18450, 97763, 30880, 97763, 18450, 1, 0, onion, cereal, grape_juice, crackers, grape_juice 
97763, 18450, 2304, 30880, 18450, 2304, 0, 1, grape_juice, cereal, orange, crackers, cereal 
2087, 6050, 2087, 97763, 2087, 2087, 1, 1, apple, corn, apple, grape_juice, apple 
6050, 5408, 17059, 2087, 2087, 5408, 2, 0, corn, bread, jelly, apple, apple 
12300, 30880, 42488, 18450, 30880, 18450, 0, 2, onion, crackers, orange_juice, cereal, crackers 
5408, 14073, 6050, 97763, 97763, 6050, 2, 1, bread, coke, corn, grape_juice, grape_juice 
53070, 12300, 97763, 30880, 30880, 12300, 2, 0, potato_chips, onion, grape_juice, crackers, crackers 
18450, 6050, 2304, 17059, 6050, 6050, 0, 0, cereal, corn, orange, jelly, corn 
14073, 2087, 53070, 42488, 42488, 2087, 2, 0, coke, apple, potato_chips, orange_juice, orange_juice 
2087, 2087, 97763, 12300, 2087, 2087, 0, 0, apple, apple, grape_juice, onion, apple 
14073, 2304, 12300, 30880, 30880, 2304, 2, 0, coke, orange, onion, crackers, crackers 
5408, 17059, 42488, 12300, 42488, 12300, 1, 2, bread, jelly, orange_juice, onion, orange_juice 
2087, 97763, 5408, 17059, 97763, 5408, 0, 1, apple, grape_juice, bread, jelly, grape_juice 
2304, 2087, 5408, 53070, 2087, 5408, 0, 1, orange, apple, bread, potato_chips, apple 
5408, 2304, 6050, 42488, 6050, 2304, 1, 0, bread, orange, corn, orange_juice, corn 
12300, 17059, 42488, 12300, 12300, 12300, 2, 2, onion, jelly, orange_juice, onion, onion 
2304, 2087, 6050, 5408, 2087, 6050, 0, 1, orange, apple, corn, bread, apple 
30880, 12300, 17059, 6050, 6050, 6050, 2, 2, crackers, onion, jelly, corn, corn 
42488, 5408, 14073, 17059, 14073, 5408, 1, 0, orange_juice, bread, coke, jelly, coke 
97763, 17059, 14073, 18450, 17059, 14073, 0, 1, grape_juice, jelly, coke, cereal, jelly 
42488, 30880, 53070, 5408, 30880, 5408, 0, 2, orange_juice, crackers, potato_chips, bread, crackers 
